,episode,actions,rewards
1307,1307,490,490.0
1308,1308,500,500.0
1309,1309,500,500.0
1310,1310,500,500.0
1311,1311,500,500.0
1312,1312,142,142.0
1313,1313,500,500.0
1314,1314,220,220.0
1315,1315,500,500.0
1316,1316,146,146.0
1317,1317,500,500.0
1318,1318,245,245.0
1319,1319,500,500.0
1320,1320,500,500.0
1321,1321,423,423.0
1322,1322,500,500.0
1323,1323,227,227.0
1324,1324,456,456.0
1325,1325,500,500.0
1326,1326,349,349.0
1327,1327,500,500.0
1328,1328,340,340.0
1329,1329,415,415.0
1330,1330,500,500.0
1331,1331,500,500.0
1332,1332,500,500.0
1333,1333,500,500.0
1334,1334,500,500.0
1335,1335,280,280.0
1336,1336,423,423.0
1337,1337,500,500.0
1338,1338,500,500.0
1339,1339,500,500.0
1340,1340,500,500.0
1341,1341,500,500.0
1342,1342,500,500.0
1343,1343,421,421.0
1344,1344,377,377.0
1345,1345,500,500.0
1346,1346,300,300.0
1347,1347,500,500.0
1348,1348,500,500.0
1349,1349,500,500.0
1350,1350,385,385.0
1351,1351,500,500.0
1352,1352,500,500.0
1353,1353,500,500.0
1354,1354,500,500.0
1355,1355,368,368.0
1356,1356,500,500.0
1357,1357,337,337.0
1358,1358,500,500.0
1359,1359,500,500.0
1360,1360,500,500.0
1361,1361,500,500.0
1362,1362,500,500.0
1363,1363,442,442.0
1364,1364,500,500.0
1365,1365,500,500.0
1366,1366,500,500.0
1367,1367,500,500.0
1368,1368,500,500.0
1369,1369,500,500.0
1370,1370,500,500.0
1371,1371,500,500.0
1372,1372,492,492.0
1373,1373,282,282.0
1374,1374,500,500.0
1375,1375,500,500.0
1376,1376,500,500.0
1377,1377,500,500.0
1378,1378,500,500.0
1379,1379,500,500.0
1380,1380,500,500.0
1381,1381,489,489.0
1382,1382,500,500.0
1383,1383,440,440.0
1384,1384,500,500.0
1385,1385,500,500.0
1386,1386,500,500.0
1387,1387,241,241.0
1388,1388,500,500.0
1389,1389,500,500.0
1390,1390,500,500.0
1391,1391,119,119.0
1392,1392,500,500.0
1393,1393,444,444.0
1394,1394,500,500.0
1395,1395,500,500.0
1396,1396,225,225.0
1397,1397,500,500.0
1398,1398,500,500.0
1399,1399,500,500.0
1400,1400,500,500.0
1401,1401,500,500.0
1402,1402,500,500.0
1403,1403,500,500.0
1404,1404,500,500.0
1405,1405,500,500.0
1406,1406,482,482.0
1407,1407,500,500.0
1408,1408,500,500.0
1409,1409,500,500.0
1410,1410,500,500.0
1411,1411,466,466.0
1412,1412,500,500.0
1413,1413,500,500.0
1414,1414,500,500.0
1415,1415,500,500.0
1416,1416,500,500.0
1417,1417,500,500.0
1418,1418,500,500.0
1419,1419,500,500.0
1420,1420,500,500.0
1421,1421,500,500.0
1422,1422,500,500.0
1423,1423,252,252.0
1424,1424,500,500.0
1425,1425,500,500.0
1426,1426,500,500.0
1427,1427,500,500.0
1428,1428,500,500.0
1429,1429,500,500.0
1430,1430,500,500.0
1431,1431,500,500.0
1432,1432,500,500.0
1433,1433,370,370.0
1434,1434,500,500.0
1435,1435,500,500.0
1436,1436,500,500.0
1437,1437,500,500.0
1438,1438,500,500.0
1439,1439,500,500.0
1440,1440,500,500.0
1441,1441,500,500.0
1442,1442,500,500.0
1443,1443,500,500.0
1444,1444,500,500.0
1445,1445,500,500.0
1446,1446,500,500.0
1447,1447,500,500.0
1448,1448,500,500.0
1449,1449,193,193.0
1450,1450,500,500.0
1451,1451,500,500.0
1452,1452,500,500.0
1453,1453,500,500.0
1454,1454,500,500.0
1455,1455,500,500.0
1456,1456,263,263.0
1457,1457,335,335.0
1458,1458,500,500.0
1459,1459,500,500.0
1460,1460,437,437.0
1461,1461,500,500.0
1462,1462,500,500.0
1463,1463,500,500.0
1464,1464,500,500.0
1465,1465,500,500.0
1466,1466,500,500.0
1467,1467,500,500.0
1468,1468,500,500.0
1469,1469,500,500.0
1470,1470,500,500.0
1471,1471,500,500.0
1472,1472,500,500.0
1473,1473,500,500.0
1474,1474,500,500.0
1475,1475,500,500.0
1476,1476,500,500.0
1477,1477,500,500.0
1478,1478,500,500.0
1479,1479,500,500.0
1480,1480,460,460.0
1481,1481,500,500.0
1482,1482,500,500.0
1483,1483,500,500.0
1484,1484,500,500.0
1485,1485,500,500.0
1486,1486,500,500.0
1487,1487,389,389.0
1488,1488,500,500.0
1489,1489,500,500.0
1490,1490,500,500.0
1491,1491,500,500.0
1492,1492,500,500.0
1493,1493,461,461.0
1494,1494,500,500.0
1495,1495,413,413.0
1496,1496,500,500.0
1497,1497,500,500.0
1498,1498,157,157.0
1499,1499,257,257.0
1500,1500,500,500.0
1501,1501,500,500.0
1502,1502,500,500.0
1503,1503,500,500.0
1504,1504,500,500.0
1505,1505,500,500.0
1506,1506,500,500.0
1507,1507,482,482.0
1508,1508,369,369.0
1509,1509,295,295.0
1510,1510,482,482.0
1511,1511,500,500.0
1512,1512,500,500.0
1513,1513,500,500.0
1514,1514,500,500.0
1515,1515,500,500.0
1516,1516,500,500.0
1517,1517,500,500.0
1518,1518,500,500.0
1519,1519,500,500.0
1520,1520,500,500.0
1521,1521,222,222.0
1522,1522,500,500.0
1523,1523,500,500.0
1524,1524,500,500.0
1525,1525,398,398.0
1526,1526,500,500.0
1527,1527,500,500.0
1528,1528,500,500.0
1529,1529,500,500.0
1530,1530,500,500.0
1531,1531,500,500.0
1532,1532,500,500.0
1533,1533,500,500.0
1534,1534,500,500.0
1535,1535,500,500.0
1536,1536,500,500.0
1537,1537,341,341.0
1538,1538,500,500.0
1539,1539,500,500.0
1540,1540,500,500.0
1541,1541,500,500.0
1542,1542,500,500.0
1543,1543,425,425.0
1544,1544,500,500.0
1545,1545,500,500.0
1546,1546,500,500.0
1547,1547,318,318.0
1548,1548,500,500.0
1549,1549,500,500.0
1550,1550,500,500.0
1551,1551,500,500.0
1552,1552,385,385.0
1553,1553,432,432.0
1554,1554,500,500.0
1555,1555,500,500.0
1556,1556,500,500.0
1557,1557,500,500.0
1558,1558,500,500.0
1559,1559,500,500.0
1560,1560,500,500.0
1561,1561,500,500.0
1562,1562,500,500.0
1563,1563,500,500.0
1564,1564,500,500.0
1565,1565,500,500.0
1566,1566,500,500.0
1567,1567,500,500.0
1568,1568,500,500.0
1569,1569,500,500.0
1570,1570,500,500.0
1571,1571,262,262.0
1572,1572,500,500.0
1573,1573,500,500.0
1574,1574,500,500.0
1575,1575,500,500.0
1576,1576,500,500.0
1577,1577,500,500.0
1578,1578,500,500.0
1579,1579,500,500.0
1580,1580,500,500.0
1581,1581,500,500.0
1582,1582,500,500.0
1583,1583,500,500.0
1584,1584,500,500.0
1585,1585,500,500.0
1586,1586,500,500.0
1587,1587,500,500.0
1588,1588,500,500.0
1589,1589,462,462.0
1590,1590,500,500.0
1591,1591,500,500.0
1592,1592,500,500.0
1593,1593,356,356.0
1594,1594,219,219.0
1595,1595,500,500.0
1596,1596,500,500.0
1597,1597,500,500.0
1598,1598,500,500.0
1599,1599,500,500.0
1600,1600,500,500.0
1601,1601,500,500.0
1602,1602,500,500.0
1603,1603,500,500.0
1604,1604,500,500.0
1605,1605,500,500.0
1606,1606,500,500.0
1607,1607,500,500.0
1608,1608,500,500.0
1609,1609,500,500.0
1610,1610,500,500.0
1611,1611,500,500.0
1612,1612,500,500.0
1613,1613,500,500.0
1614,1614,500,500.0
1615,1615,500,500.0
1616,1616,500,500.0
1617,1617,500,500.0
1618,1618,500,500.0
1619,1619,500,500.0
1620,1620,500,500.0
1621,1621,500,500.0
1622,1622,500,500.0
1623,1623,500,500.0
1624,1624,500,500.0
1625,1625,500,500.0
1626,1626,500,500.0
1627,1627,500,500.0
1628,1628,500,500.0
1629,1629,500,500.0
1630,1630,500,500.0
1631,1631,500,500.0
1632,1632,500,500.0
1633,1633,500,500.0
1634,1634,500,500.0
1635,1635,500,500.0
1636,1636,500,500.0
1637,1637,500,500.0
1638,1638,500,500.0
1639,1639,500,500.0
1640,1640,500,500.0
1641,1641,500,500.0
1642,1642,500,500.0
1643,1643,500,500.0
1644,1644,500,500.0
1645,1645,500,500.0
1646,1646,500,500.0
1647,1647,500,500.0
1648,1648,500,500.0
1649,1649,500,500.0
1650,1650,500,500.0
1651,1651,500,500.0
1652,1652,500,500.0
1653,1653,391,391.0
1654,1654,500,500.0
1655,1655,500,500.0
1656,1656,500,500.0
1657,1657,500,500.0
1658,1658,500,500.0
1659,1659,500,500.0
1660,1660,500,500.0
1661,1661,500,500.0
1662,1662,500,500.0
1663,1663,500,500.0
1664,1664,500,500.0
1665,1665,500,500.0
1666,1666,500,500.0
1667,1667,500,500.0
1668,1668,500,500.0
1669,1669,500,500.0
1670,1670,500,500.0
1671,1671,500,500.0
1672,1672,500,500.0
1673,1673,500,500.0
1674,1674,500,500.0
1675,1675,500,500.0
1676,1676,500,500.0
1677,1677,500,500.0
1678,1678,500,500.0
1679,1679,500,500.0
1680,1680,500,500.0
1681,1681,500,500.0
1682,1682,500,500.0
1683,1683,500,500.0
1684,1684,500,500.0
1685,1685,500,500.0
1686,1686,500,500.0
1687,1687,500,500.0
1688,1688,500,500.0
1689,1689,500,500.0
1690,1690,500,500.0
1691,1691,500,500.0
1692,1692,500,500.0
1693,1693,500,500.0
1694,1694,500,500.0
1695,1695,500,500.0
1696,1696,500,500.0
1697,1697,500,500.0
1698,1698,500,500.0
1699,1699,500,500.0
1700,1700,500,500.0
1701,1701,500,500.0
1702,1702,500,500.0
1703,1703,500,500.0
1704,1704,500,500.0
1705,1705,500,500.0
1706,1706,500,500.0
1707,1707,500,500.0
1708,1708,470,470.0
1709,1709,500,500.0
1710,1710,500,500.0
1711,1711,500,500.0
1712,1712,500,500.0
1713,1713,447,447.0
1714,1714,500,500.0
1715,1715,500,500.0
1716,1716,500,500.0
1717,1717,500,500.0
1718,1718,500,500.0
1719,1719,500,500.0
1720,1720,500,500.0
1721,1721,500,500.0
1722,1722,500,500.0
1723,1723,500,500.0
1724,1724,465,465.0
1725,1725,500,500.0
1726,1726,500,500.0
1727,1727,500,500.0
1728,1728,496,496.0
1729,1729,500,500.0
1730,1730,500,500.0
1731,1731,465,465.0
1732,1732,500,500.0
1733,1733,431,431.0
1734,1734,500,500.0
1735,1735,474,474.0
1736,1736,500,500.0
1737,1737,358,358.0
1738,1738,500,500.0
1739,1739,500,500.0
1740,1740,500,500.0
1741,1741,500,500.0
1742,1742,500,500.0
1743,1743,500,500.0
1744,1744,500,500.0
1745,1745,500,500.0
1746,1746,500,500.0
1747,1747,500,500.0
1748,1748,500,500.0
1749,1749,500,500.0
1750,1750,219,219.0
1751,1751,500,500.0
1752,1752,500,500.0
1753,1753,500,500.0
1754,1754,500,500.0
1755,1755,500,500.0
1756,1756,500,500.0
1757,1757,500,500.0
1758,1758,500,500.0
1759,1759,442,442.0
1760,1760,500,500.0
1761,1761,237,237.0
1762,1762,500,500.0
1763,1763,500,500.0
1764,1764,262,262.0
1765,1765,500,500.0
1766,1766,323,323.0
1767,1767,135,135.0
1768,1768,500,500.0
1769,1769,500,500.0
1770,1770,500,500.0
1771,1771,500,500.0
1772,1772,500,500.0
1773,1773,500,500.0
1774,1774,500,500.0
1775,1775,500,500.0
1776,1776,500,500.0
1777,1777,500,500.0
1778,1778,500,500.0
1779,1779,500,500.0
1780,1780,500,500.0
1781,1781,500,500.0
1782,1782,500,500.0
1783,1783,500,500.0
1784,1784,500,500.0
1785,1785,500,500.0
1786,1786,500,500.0
1787,1787,500,500.0
1788,1788,500,500.0
1789,1789,500,500.0
1790,1790,500,500.0
1791,1791,78,78.0
1792,1792,500,500.0
1793,1793,500,500.0
1794,1794,500,500.0
1795,1795,500,500.0
1796,1796,500,500.0
1797,1797,500,500.0
1798,1798,500,500.0
1799,1799,500,500.0
1800,1800,500,500.0
1801,1801,500,500.0
1802,1802,500,500.0
1803,1803,500,500.0
1804,1804,500,500.0
1805,1805,500,500.0
1806,1806,500,500.0
1807,1807,500,500.0
1808,1808,500,500.0
1809,1809,500,500.0
1810,1810,500,500.0
1811,1811,500,500.0
1812,1812,500,500.0
1813,1813,500,500.0
1814,1814,500,500.0
1815,1815,500,500.0
1816,1816,500,500.0
1817,1817,500,500.0
1818,1818,500,500.0
1819,1819,500,500.0
1820,1820,500,500.0
1821,1821,500,500.0
1822,1822,500,500.0
1823,1823,500,500.0
1824,1824,500,500.0
1825,1825,500,500.0
1826,1826,500,500.0
1827,1827,500,500.0
1828,1828,74,74.0
1829,1829,500,500.0
1830,1830,500,500.0
1831,1831,500,500.0
1832,1832,500,500.0
1833,1833,500,500.0
1834,1834,500,500.0
1835,1835,500,500.0
1836,1836,500,500.0
1837,1837,500,500.0
1838,1838,500,500.0
1839,1839,500,500.0
1840,1840,500,500.0
1841,1841,500,500.0
1842,1842,500,500.0
1843,1843,500,500.0
1844,1844,500,500.0
1845,1845,500,500.0
1846,1846,500,500.0
1847,1847,500,500.0
1848,1848,500,500.0
1849,1849,500,500.0
1850,1850,500,500.0
1851,1851,500,500.0
1852,1852,500,500.0
1853,1853,500,500.0
1854,1854,500,500.0
1855,1855,500,500.0
1856,1856,500,500.0
1857,1857,500,500.0
1858,1858,500,500.0
1859,1859,500,500.0
1860,1860,500,500.0
1861,1861,500,500.0
1862,1862,500,500.0
1863,1863,500,500.0
1864,1864,500,500.0
1865,1865,500,500.0
1866,1866,500,500.0
1867,1867,500,500.0
1868,1868,500,500.0
1869,1869,500,500.0
1870,1870,500,500.0
1871,1871,500,500.0
1872,1872,500,500.0
1873,1873,500,500.0
1874,1874,500,500.0
1875,1875,500,500.0
1876,1876,500,500.0
1877,1877,500,500.0
1878,1878,500,500.0
1879,1879,500,500.0
1880,1880,500,500.0
1881,1881,500,500.0
1882,1882,500,500.0
1883,1883,500,500.0
1884,1884,500,500.0
1885,1885,500,500.0
1886,1886,247,247.0
1887,1887,24,24.0
1888,1888,500,500.0
1889,1889,500,500.0
1890,1890,99,99.0
1891,1891,500,500.0
1892,1892,500,500.0
1893,1893,500,500.0
1894,1894,500,500.0
1895,1895,500,500.0
1896,1896,500,500.0
1897,1897,500,500.0
1898,1898,500,500.0
1899,1899,500,500.0
1900,1900,500,500.0
1901,1901,500,500.0
1902,1902,500,500.0
1903,1903,500,500.0
1904,1904,500,500.0
1905,1905,500,500.0
1906,1906,500,500.0
1907,1907,500,500.0
1908,1908,500,500.0
1909,1909,500,500.0
1910,1910,500,500.0
1911,1911,500,500.0
1912,1912,500,500.0
1913,1913,500,500.0
1914,1914,500,500.0
1915,1915,500,500.0
1916,1916,500,500.0
1917,1917,500,500.0
1918,1918,500,500.0
1919,1919,500,500.0
1920,1920,500,500.0
1921,1921,500,500.0
1922,1922,500,500.0
1923,1923,500,500.0
1924,1924,500,500.0
1925,1925,500,500.0
1926,1926,500,500.0
1927,1927,500,500.0
1928,1928,500,500.0
1929,1929,500,500.0
1930,1930,500,500.0
1931,1931,500,500.0
1932,1932,500,500.0
1933,1933,500,500.0
1934,1934,500,500.0
1935,1935,500,500.0
1936,1936,500,500.0
1937,1937,500,500.0
1938,1938,500,500.0
1939,1939,500,500.0
1940,1940,500,500.0
1941,1941,500,500.0
1942,1942,500,500.0
1943,1943,500,500.0
1944,1944,500,500.0
1945,1945,500,500.0
1946,1946,500,500.0
1947,1947,500,500.0
1948,1948,500,500.0
1949,1949,500,500.0
1950,1950,500,500.0
1951,1951,89,89.0
1952,1952,500,500.0
1953,1953,500,500.0
1954,1954,500,500.0
1955,1955,500,500.0
1956,1956,94,94.0
1957,1957,500,500.0
1958,1958,500,500.0
1959,1959,500,500.0
1960,1960,500,500.0
1961,1961,500,500.0
1962,1962,500,500.0
1963,1963,500,500.0
1964,1964,500,500.0
1965,1965,500,500.0
1966,1966,247,247.0
1967,1967,500,500.0
1968,1968,500,500.0
1969,1969,500,500.0
1970,1970,500,500.0
1971,1971,500,500.0
1972,1972,500,500.0
1973,1973,500,500.0
1974,1974,500,500.0
1975,1975,500,500.0
1976,1976,500,500.0
1977,1977,500,500.0
1978,1978,500,500.0
1979,1979,500,500.0
1980,1980,500,500.0
1981,1981,86,86.0
1982,1982,500,500.0
1983,1983,500,500.0
1984,1984,500,500.0
1985,1985,500,500.0
1986,1986,500,500.0
1987,1987,500,500.0
1988,1988,500,500.0
1989,1989,120,120.0
1990,1990,500,500.0
1991,1991,500,500.0
1992,1992,500,500.0
1993,1993,500,500.0
1994,1994,500,500.0
1995,1995,500,500.0
1996,1996,500,500.0
1997,1997,500,500.0
1998,1998,500,500.0
1999,1999,500,500.0
2000,2000,500,500.0
2001,2001,500,500.0
2002,2002,500,500.0
2003,2003,500,500.0
2004,2004,500,500.0
2005,2005,500,500.0
2006,2006,500,500.0
2007,2007,500,500.0
2008,2008,149,149.0
2009,2009,500,500.0
2010,2010,500,500.0
2011,2011,500,500.0
2012,2012,500,500.0
2013,2013,500,500.0
2014,2014,500,500.0
2015,2015,500,500.0
2016,2016,500,500.0
2017,2017,463,463.0
2018,2018,175,175.0
2019,2019,500,500.0
2020,2020,500,500.0
2021,2021,500,500.0
2022,2022,500,500.0
2023,2023,500,500.0
2024,2024,500,500.0
2025,2025,500,500.0
2026,2026,500,500.0
2027,2027,500,500.0
2028,2028,500,500.0
2029,2029,500,500.0
2030,2030,500,500.0
2031,2031,500,500.0
2032,2032,500,500.0
2033,2033,500,500.0
2034,2034,500,500.0
2035,2035,500,500.0
2036,2036,500,500.0
2037,2037,500,500.0
2038,2038,500,500.0
2039,2039,500,500.0
2040,2040,500,500.0
2041,2041,500,500.0
2042,2042,189,189.0
2043,2043,500,500.0
2044,2044,500,500.0
2045,2045,500,500.0
2046,2046,500,500.0
2047,2047,500,500.0
2048,2048,500,500.0
2049,2049,500,500.0
2050,2050,90,90.0
2051,2051,500,500.0
2052,2052,500,500.0
2053,2053,500,500.0
2054,2054,500,500.0
2055,2055,500,500.0
2056,2056,500,500.0
2057,2057,500,500.0
2058,2058,500,500.0
2059,2059,500,500.0
2060,2060,500,500.0
2061,2061,500,500.0
2062,2062,500,500.0
2063,2063,500,500.0
2064,2064,500,500.0
2065,2065,500,500.0
2066,2066,500,500.0
2067,2067,500,500.0
2068,2068,500,500.0
2069,2069,202,202.0
2070,2070,500,500.0
2071,2071,500,500.0
2072,2072,500,500.0
2073,2073,500,500.0
2074,2074,500,500.0
2075,2075,500,500.0
2076,2076,500,500.0
2077,2077,500,500.0
2078,2078,500,500.0
2079,2079,500,500.0
2080,2080,500,500.0
2081,2081,500,500.0
2082,2082,500,500.0
2083,2083,500,500.0
2084,2084,500,500.0
2085,2085,500,500.0
2086,2086,500,500.0
2087,2087,500,500.0
2088,2088,73,73.0
2089,2089,172,172.0
2090,2090,500,500.0
2091,2091,500,500.0
2092,2092,500,500.0
2093,2093,500,500.0
2094,2094,500,500.0
2095,2095,500,500.0
2096,2096,500,500.0
2097,2097,500,500.0
2098,2098,500,500.0
2099,2099,500,500.0
2100,2100,494,494.0
2101,2101,147,147.0
2102,2102,500,500.0
2103,2103,500,500.0
2104,2104,500,500.0
2105,2105,500,500.0
2106,2106,500,500.0
2107,2107,500,500.0
2108,2108,500,500.0
2109,2109,500,500.0
2110,2110,500,500.0
2111,2111,500,500.0
2112,2112,500,500.0
2113,2113,500,500.0
2114,2114,500,500.0
2115,2115,500,500.0
2116,2116,500,500.0
2117,2117,500,500.0
2118,2118,378,378.0
2119,2119,500,500.0
2120,2120,500,500.0
2121,2121,500,500.0
2122,2122,500,500.0
2123,2123,500,500.0
2124,2124,500,500.0
2125,2125,500,500.0
2126,2126,500,500.0
2127,2127,500,500.0
2128,2128,500,500.0
2129,2129,500,500.0
2130,2130,500,500.0
2131,2131,500,500.0
2132,2132,500,500.0
2133,2133,500,500.0
2134,2134,500,500.0
2135,2135,415,415.0
2136,2136,500,500.0
2137,2137,500,500.0
2138,2138,500,500.0
2139,2139,500,500.0
2140,2140,479,479.0
2141,2141,500,500.0
2142,2142,500,500.0
2143,2143,500,500.0
2144,2144,500,500.0
2145,2145,500,500.0
2146,2146,500,500.0
2147,2147,500,500.0
2148,2148,500,500.0
2149,2149,500,500.0
2150,2150,500,500.0
2151,2151,500,500.0
2152,2152,500,500.0
2153,2153,500,500.0
2154,2154,500,500.0
2155,2155,500,500.0
2156,2156,500,500.0
2157,2157,500,500.0
2158,2158,500,500.0
2159,2159,500,500.0
2160,2160,500,500.0
2161,2161,500,500.0
2162,2162,500,500.0
2163,2163,500,500.0
2164,2164,500,500.0
2165,2165,500,500.0
2166,2166,500,500.0
2167,2167,500,500.0
2168,2168,500,500.0
2169,2169,500,500.0
2170,2170,500,500.0
2171,2171,500,500.0
2172,2172,500,500.0
2173,2173,500,500.0
2174,2174,500,500.0
2175,2175,500,500.0
2176,2176,500,500.0
2177,2177,500,500.0
2178,2178,500,500.0
2179,2179,500,500.0
2180,2180,500,500.0
2181,2181,500,500.0
2182,2182,500,500.0
2183,2183,500,500.0
2184,2184,500,500.0
2185,2185,500,500.0
2186,2186,500,500.0
2187,2187,500,500.0
2188,2188,500,500.0
2189,2189,500,500.0
2190,2190,500,500.0
2191,2191,500,500.0
2192,2192,500,500.0
2193,2193,500,500.0
2194,2194,500,500.0
2195,2195,500,500.0
2196,2196,500,500.0
2197,2197,500,500.0
2198,2198,500,500.0
2199,2199,500,500.0
2200,2200,405,405.0
2201,2201,500,500.0
2202,2202,500,500.0
2203,2203,500,500.0
2204,2204,500,500.0
2205,2205,500,500.0
2206,2206,500,500.0
2207,2207,500,500.0
2208,2208,500,500.0
2209,2209,500,500.0
2210,2210,500,500.0
2211,2211,500,500.0
2212,2212,500,500.0
2213,2213,500,500.0
2214,2214,407,407.0
2215,2215,500,500.0
2216,2216,500,500.0
2217,2217,500,500.0
2218,2218,500,500.0
2219,2219,425,425.0
2220,2220,500,500.0
2221,2221,400,400.0
2222,2222,500,500.0
2223,2223,500,500.0
2224,2224,500,500.0
2225,2225,500,500.0
2226,2226,500,500.0
2227,2227,500,500.0
2228,2228,500,500.0
2229,2229,500,500.0
2230,2230,453,453.0
2231,2231,500,500.0
2232,2232,500,500.0
2233,2233,500,500.0
2234,2234,500,500.0
2235,2235,500,500.0
2236,2236,500,500.0
2237,2237,500,500.0
2238,2238,500,500.0
2239,2239,500,500.0
2240,2240,500,500.0
2241,2241,500,500.0
2242,2242,500,500.0
2243,2243,500,500.0
2244,2244,500,500.0
2245,2245,500,500.0
2246,2246,500,500.0
2247,2247,500,500.0
2248,2248,500,500.0
2249,2249,500,500.0
2250,2250,500,500.0
2251,2251,500,500.0
2252,2252,500,500.0
2253,2253,500,500.0
2254,2254,500,500.0
2255,2255,500,500.0
2256,2256,500,500.0
2257,2257,500,500.0
2258,2258,500,500.0
2259,2259,500,500.0
2260,2260,500,500.0
2261,2261,273,273.0
2262,2262,500,500.0
2263,2263,500,500.0
2264,2264,500,500.0
2265,2265,500,500.0
2266,2266,500,500.0
2267,2267,500,500.0
2268,2268,500,500.0
2269,2269,500,500.0
2270,2270,500,500.0
2271,2271,500,500.0
2272,2272,500,500.0
2273,2273,500,500.0
2274,2274,264,264.0
2275,2275,500,500.0
2276,2276,500,500.0
2277,2277,500,500.0
2278,2278,430,430.0
2279,2279,500,500.0
2280,2280,500,500.0
2281,2281,500,500.0
2282,2282,500,500.0
2283,2283,500,500.0
2284,2284,500,500.0
2285,2285,500,500.0
2286,2286,500,500.0
2287,2287,233,233.0
2288,2288,474,474.0
2289,2289,500,500.0
2290,2290,500,500.0
2291,2291,500,500.0
2292,2292,500,500.0
2293,2293,500,500.0
2294,2294,500,500.0
2295,2295,500,500.0
2296,2296,500,500.0
2297,2297,500,500.0
2298,2298,500,500.0
2299,2299,500,500.0
2300,2300,500,500.0
2301,2301,500,500.0
2302,2302,500,500.0
2303,2303,500,500.0
2304,2304,500,500.0
2305,2305,500,500.0
2306,2306,442,442.0
2307,2307,500,500.0
2308,2308,500,500.0
2309,2309,500,500.0
2310,2310,500,500.0
2311,2311,500,500.0
2312,2312,500,500.0
2313,2313,500,500.0
2314,2314,500,500.0
2315,2315,500,500.0
2316,2316,500,500.0
2317,2317,500,500.0
2318,2318,500,500.0
2319,2319,500,500.0
2320,2320,500,500.0
2321,2321,500,500.0
2322,2322,500,500.0
2323,2323,500,500.0
2324,2324,500,500.0
2325,2325,500,500.0
2326,2326,500,500.0
2327,2327,500,500.0
2328,2328,500,500.0
2329,2329,500,500.0
2330,2330,500,500.0
2331,2331,500,500.0
2332,2332,500,500.0
2333,2333,500,500.0
2334,2334,500,500.0
2335,2335,500,500.0
2336,2336,500,500.0
2337,2337,500,500.0
2338,2338,500,500.0
2339,2339,500,500.0
2340,2340,500,500.0
2341,2341,500,500.0
2342,2342,500,500.0
2343,2343,500,500.0
2344,2344,500,500.0
2345,2345,500,500.0
2346,2346,500,500.0
2347,2347,500,500.0
2348,2348,500,500.0
2349,2349,500,500.0
2350,2350,500,500.0
2351,2351,500,500.0
2352,2352,500,500.0
2353,2353,500,500.0
2354,2354,500,500.0
2355,2355,500,500.0
2356,2356,500,500.0
2357,2357,500,500.0
2358,2358,500,500.0
2359,2359,500,500.0
2360,2360,500,500.0
2361,2361,500,500.0
2362,2362,500,500.0
2363,2363,500,500.0
2364,2364,500,500.0
2365,2365,500,500.0
2366,2366,500,500.0
2367,2367,500,500.0
2368,2368,500,500.0
2369,2369,500,500.0
2370,2370,500,500.0
2371,2371,500,500.0
2372,2372,500,500.0
2373,2373,500,500.0
2374,2374,500,500.0
2375,2375,500,500.0
2376,2376,500,500.0
2377,2377,500,500.0
2378,2378,500,500.0
2379,2379,500,500.0
2380,2380,500,500.0
2381,2381,500,500.0
2382,2382,500,500.0
2383,2383,500,500.0
2384,2384,500,500.0
2385,2385,500,500.0
2386,2386,500,500.0
2387,2387,500,500.0
2388,2388,500,500.0
2389,2389,500,500.0
2390,2390,500,500.0
2391,2391,500,500.0
2392,2392,500,500.0
2393,2393,500,500.0
2394,2394,500,500.0
2395,2395,500,500.0
2396,2396,500,500.0
2397,2397,500,500.0
2398,2398,500,500.0
2399,2399,500,500.0
2400,2400,500,500.0
2401,2401,500,500.0
2402,2402,500,500.0
2403,2403,500,500.0
2404,2404,500,500.0
2405,2405,500,500.0
2406,2406,500,500.0
2407,2407,500,500.0
2408,2408,500,500.0
2409,2409,500,500.0
2410,2410,500,500.0
2411,2411,500,500.0
2412,2412,500,500.0
2413,2413,500,500.0
2414,2414,500,500.0
2415,2415,500,500.0
2416,2416,500,500.0
2417,2417,500,500.0
2418,2418,500,500.0
2419,2419,500,500.0
2420,2420,500,500.0
2421,2421,500,500.0
2422,2422,500,500.0
2423,2423,500,500.0
2424,2424,500,500.0
2425,2425,500,500.0
2426,2426,500,500.0
2427,2427,500,500.0
